"Restaurant Name	",Business Vertical,Tags,Competitor,Opening Hours,City Code,City Name,Address,Country,lat,lng,Google_id,Google_reviews,Google_grade,Google_maps_url,phone,created_at,updated_at
Sensiblu Valea Cascadelor 3,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"Strada Valea Cascadelor Nr. 3, BucureÈ™ti 061511, Romania",Romania,44.431934,26.005079,ChIJb9Ax5cgBskAR1Wiyd345BqU,0,0,https://maps.google.com/?cid=11891255081455216853,+40 731 795 939,27/07/2020 23:31:11,27/07/2020 23:31:11
Sensiblu Vasile Milea4,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-19:30,BUC,București,"Bulevardul General Vasile Milea 4, BucureÈ™ti 061344, Romania",Romania,44.4308286,26.0510017,ChIJNdw7DtABskARxduQRocURUI,3.1,11,https://maps.google.com/?cid=4775245551133318085,+40 21 448 1720,27/07/2020 23:31:12,27/07/2020 23:31:12
Sensiblu Vergului 20,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"centrul comercial esplanada, Șoseaua Vergului Nr. 20, București 022448, Romania",Romania,44.4374264,26.1862342,ChIJUWqkrsr5sUAR4lgyd7Flzag,5,2,https://maps.google.com/?cid=12163489981480982754,+40 732 671 019,27/07/2020 23:31:14,27/07/2020 23:31:14
Sensiblu Vitan 55,pharmacy,"health,point_of_interest,store,establishment",Tazz,10:00-20:30,BUC,București,"Calea Calea Vitan, Nr. 55-59, Mall, BucureÈ™ti 031282, Romania",Romania,44.419827,26.126078,ChIJmYErNeH-sUARa1qVoLmyMH8,1.9,11,https://maps.google.com/?cid=9165021752031795819,+40 728 188 404,27/07/2020 23:31:15,27/07/2020 23:31:15
Shawarma Corner,restaurant,"food,point_of_interest,establishment",Tazz,11:00-17:00,BUC,București,"Șoseaua București Nord 7, Voluntari 077190, Romania",Romania,44.4885997,26.1261974,ChIJlQJLXTL5sUAR1FgqhUICMOk,4.7,3,https://maps.google.com/?cid=16802932694444562644,+40 766 861 173,27/07/2020 23:31:16,27/07/2020 23:31:16
Soup up! - Piata Amzei,restaurant,"food,point_of_interest,establishment",Tazz,11:00-19:15,BUC,București,"Strada Piața Amzei 7-9, București 030167, Romania",Romania,44.4435623,26.0942916,ChIJaR90LVD_sUARQ-lpdBnhCMo,4.4,134,https://maps.google.com/?cid=14558133294918658371,+40 721 689 299,27/07/2020 23:31:20,27/07/2020 23:31:20
Texas BBQ,restaurant,"food,point_of_interest,establishment",Tazz,11:00-21:45,BUC,București,"Bulevardul Decebal 17, București 030968, Romania",Romania,44.4302879,26.1353236,ChIJDak5bXj_sUAR8XAwQb4kTLY,4.5,167,https://maps.google.com/?cid=13135914612688974065,+40 748 585 959,27/07/2020 23:31:21,27/07/2020 23:31:21
Toan`s Magheru,restaurant,"food,point_of_interest,establishment",Tazz,10:00-22:00,BUC,București,"Bulevardul General Gheorghe Magheru 12-14, București 010333, Romania",Romania,44.4422952,26.0992758,ChIJ63mYHU__sUARLxpeCe3n5B0,4.3,611,https://maps.google.com/?cid=2154101527040367151,+40 737 053 128,27/07/2020 23:31:23,27/07/2020 23:31:23
Toan`s Promenada,restaurant,"food,point_of_interest,establishment",Tazz,10:00-22:00,BUC,București,"Bulevardul General Gheorghe Magheru 12-14, București 010333, Romania",Romania,44.4422952,26.0992758,ChIJ63mYHU__sUARLxpeCe3n5B0,4.3,611,https://maps.google.com/?cid=2154101527040367151,+40 737 053 128,27/07/2020 23:31:24,27/07/2020 23:31:24
Trattoria Buongiorno Primaverii,restaurant,"food,point_of_interest,store,establishment",Tazz,11:00-22:00,BUC,București,"Strada Herăstrău 2, București 014192, Romania",Romania,44.4672731,26.0881591,ChIJxfAKCA4CskAR8ZGtgPGG80c,4.3,1973,https://maps.google.com/?cid=5184635967837671921,+40 734 406 107,27/07/2020 23:31:25,27/07/2020 23:31:25
Trattoria Buongiorno Victoriei,restaurant,"food,point_of_interest,store,establishment",Tazz,11:00-22:00,BUC,București,"Bulevardul Lascăr Catargiu 56, București 010673, Romania",Romania,44.451366,26.0885862,ChIJtePUWFX_sUARwhSd4kV2Dbc,4.3,2731,https://maps.google.com/?cid=13190328926164817090,+40 722 446 766,27/07/2020 23:31:26,27/07/2020 23:31:26
Trenta Pizza Aviatiei,meal_delivery,"meal_takeaway,restaurant,food,point_of_interest,establishment",Tazz,11:00-22:45,BUC,București,"Strada Elena Caragiani 33, București 014215, Romania",Romania,44.483734,26.0957916,ChIJAW0kIWQCskARrCUO_HeDqF4,4.3,128,https://maps.google.com/?cid=6820846187005748652,+40 21 9645,27/07/2020 23:31:28,27/07/2020 23:31:28
Trenta Pizza Berceni,meal_delivery,"meal_takeaway,restaurant,food,point_of_interest,establishment",Tazz,11:00-22:45,BUC,București,"Strada Petrolului nr. 8 intersectie cu, Strada Izvorul Rece, BucureÈ™ti 040829, Romania",Romania,44.38794,26.1080019,ChIJRxKaaD7_sUARvz7TREJLuWw,4.3,155,https://maps.google.com/?cid=7834375774782308031,+40 21 9645,27/07/2020 23:31:29,27/07/2020 23:31:29
Trenta pizza Delea Noua,meal_delivery,"meal_takeaway,restaurant,food,point_of_interest,establishment",Tazz,11:00-22:45,BUC,București,"Delea Nouă Office Building, Strada Delea Nouă 2, București 030925, Romania",Romania,44.4311303,26.1297382,ChIJOcSaVML-sUARVVinlHqWA6c,4.4,111,https://maps.google.com/?cid=12034628082488268885,+40 21 9645,27/07/2020 23:31:31,27/07/2020 23:31:31
Trenta Pizza Popesti-Leordeni,meal_delivery,"meal_takeaway,restaurant,food,point_of_interest,establishment",Tazz,11:00-22:45,BUC,București,"Strada Amurgului nr. 34, Popești-Leordeni 077160, Romania",Romania,44.3730498,26.1489667,ChIJz_E4-BgDskAR3TOCfuxjLSo,4.4,31,https://maps.google.com/?cid=3039195190930846685,+40 21 9645,27/07/2020 23:31:32,27/07/2020 23:31:32
Trenta Pizza Titan,meal_delivery,"food,point_of_interest,establishment",Tazz,11:00-22:45,BUC,București,"Strada Plutonier Radu Gheorghe 45, BucureÈ™ti 032402, Romania",Romania,44.4131942,26.1726041,ChIJUcR4PqD-sUARCmoV-S5vYkE,4.2,104,https://maps.google.com/?cid=4711450407721069066,+40 21 9645,27/07/2020 23:31:34,27/07/2020 23:31:34
Trenta Pizza Uverturii,meal_delivery,"meal_takeaway,restaurant,food,point_of_interest,establishment",Tazz,11:00-22:45,BUC,București,"Bulevardul Uverturii 47, BucureÈ™ti, Romania",Romania,44.4368579,26.0331576,ChIJuYGQrikAskARizhikXKRUHo,4.4,249,https://maps.google.com/?cid=8813704392015493259,+40 21 9645,27/07/2020 23:31:35,27/07/2020 23:31:35
Ugatti,point_of_interest,establishment,Tazz,10:00-18:00,BUC,București,"Strada Inișor 7, București 030167, Romania",Romania,44.4367086,26.1307432,ChIJIe8X1UL_sUARepo4Ci-9nKM,4,1,https://maps.google.com/?cid=11789505934281710202,+40 744 842 884,27/07/2020 23:31:36,27/07/2020 23:31:36
Coffee Shop & Burger,cafe,"food,point_of_interest,store,establishment",Tazz,08:00-22:00,BUC,București,"Kempe Gowda Road, Balepet, Chickpete, Bengaluru, Karnataka, India",Romania,12.975035,77.5761165,ChIJk992qQ8WrjsRTz4XRrmXtLg,3.7,61,https://maps.google.com/?cid=13309429620787330639,+91 80 2558 8202,27/07/2020 23:31:39,27/07/2020 23:31:39
Old Mike Pub,restaurant,"food,point_of_interest,establishment",Tazz,10:00-22:00,BUC,București,"Strada Morilor 46, BucureÈ™ti, Romania",Romania,44.4172306,26.1199226,ChIJDU0Ukkj_sUARWIf9-4FJqlM,4.5,325,https://maps.google.com/?cid=6028711873816135512,+40 787 366 166,27/07/2020 23:31:40,27/07/2020 23:31:40
Gargantua Park,restaurant,"cafe,food,point_of_interest,establishment",Tazz,10:00-22:00,BUC,București,"Str. Jean Louis Calderon 69, BucureÈ™ti 020039, Romania",Romania,44.4431258,26.1045249,ChIJl8eQZ0n_sUARmRB5n8JPVfI,4.1,682,https://maps.google.com/?cid=17461950827516727449,+40 726 555 688,27/07/2020 23:31:42,27/07/2020 23:31:42
Pizza Bonita Militari,restaurant,"food,point_of_interest,store,establishment",Tazz,11:00-21:30,BUC,București,"Bulevardul Iuliu Maniu 546-560, BucureÈ™ti 061129, Romania",Romania,44.4348976,25.9843726,ChIJq_liAiABskAR7DK7Rsb45u4,3.3,27,https://maps.google.com/?cid=17214720156144186092,+40 743 558 667,27/07/2020 23:31:43,27/07/2020 23:31:43
Zeama Buna,restaurant,"food,point_of_interest,establishment",Tazz,11:00-18:00,BUC,București,"Aleea Primo Nebiolo nr.2, București 011349, Romania",Romania,44.4703641,26.0739064,ChIJ2WsZg3MDskARdaMGdrqY8qs,2,1,https://maps.google.com/?cid=12390133451461141365,+40 722 254 627,27/07/2020 23:31:44,27/07/2020 23:31:44
Gargantua Dorobantilor,restaurant,"food,point_of_interest,establishment",Tazz,10:00-22:00,BUC,București,"Strada Locotenent Aviator Șerban Petrescu 8, București 011892, Romania",Romania,44.462114,26.0942466,ChIJmUYRXggCskARqdnSYVXntnc,4.2,361,https://maps.google.com/?cid=8626336490174208425,+40 726 555 679,27/07/2020 23:31:46,27/07/2020 23:31:46
eMAG Baneasa,electronics_store,"point_of_interest,store,establishment",Tazz,10:00-20:30,BUC,București,"Șoseaua București-Ploiești 44C, București 013696, Romania",Romania,44.510278,26.0876946,ChIJXdBNhx8DskAR5d5enHNE-HE,4.4,2568,https://maps.google.com/?cid=8212389183845490405,+40 21 200 5200,27/07/2020 23:31:48,27/07/2020 23:31:48
eMAG Titan,electronics_store,"point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"Strada Liviu Rebreanu 6A, BucureÈ™ti 031784, Romania",Romania,44.4244132,26.1611509,ChIJeef0_Ln-sUARwqsZ2k2fbcg,4.3,3885,https://maps.google.com/?cid=14442374736767462338,+40 722 250 000,27/07/2020 23:31:49,27/07/2020 23:31:49
eMAG Crangasi,electronics_store,"point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"Șoseaua Virtuții 148, București 060787, Romania",Romania,44.4506142,26.0452793,ChIJ9WOcoZEBskARwottNEIzxG0,4.3,8354,https://maps.google.com/?cid=7909503205009886146,+40 21 200 5200,27/07/2020 23:31:51,27/07/2020 23:31:51
Tasty Box,meal_delivery,"meal_takeaway,restaurant,food,point_of_interest,establishment",Tazz,10:00-22:00,BUC,București,"Bulevardul Bucureștii Noi 179, București 012369, Romania",Romania,44.4976919,26.0291217,ChIJa_jZQZoDskAR0Ty_UXp7ygs,4.6,246,https://maps.google.com/?cid=849627245000473809,+40 786 955 955,27/07/2020 23:31:54,27/07/2020 23:31:54
Sushi Master Bucuresti,restaurant,"food,point_of_interest,establishment",Tazz,11:00-20:45,BUC,București,"Bulevardul 1 Decembrie 1918 33A, BucureÈ™ti 030494, Romania",Romania,44.4206306,26.1792982,ChIJR-1Tc6j-sUARCPtmuJh2ZO4,4.2,151,https://maps.google.com/?cid=17177985276998777608,+40 21 9148,27/07/2020 23:31:57,27/07/2020 23:31:57
Casual Pub,restaurant,"food,point_of_interest,establishment",Tazz,11:00-21:30,BUC,București,"Bulevardul Dacia 104, BucureÈ™ti 020054, Romania",Romania,44.445298,26.111679,ChIJi52HmUr_sUARCSpd0m6OV8E,4.1,268,https://maps.google.com/?cid=13931760578920786441,+40 770 841 212,27/07/2020 23:31:58,27/07/2020 23:31:58
dm drogerie markt Bucuresti,drugstore,"supermarket,grocery_or_supermarket,electronics_store,home_goods_store,food,health,point_of_interest,store,establishment",Tazz,10:00-20:00,BUC,București,"Șoseaua Mihai Bravu 3, București 021302, Romania",Romania,44.4497097,26.1268321,ChIJz3f65M74sUAR0XoG0atfVBU,4.3,136,https://maps.google.com/?cid=1536958564391090897,+40 374 772 063,27/07/2020 23:32:00,27/07/2020 23:32:00
Dr.Max Piata Amzei 10-22,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-19:30,BUC,București,"Strada Piata Amzei, Nr. 44126, BucureÈ™ti 010345, Romania",Romania,44.443419,26.095018,ChIJG1v-PQH_sUARnIMTbGod86c,1,1,https://maps.google.com/?cid=12102048966591611804,+40 726 301 343,27/07/2020 23:32:01,27/07/2020 23:32:01
Restaurant You & Me,restaurant,"food,point_of_interest,establishment",Tazz,10:00-21:45,BUC,București,"Forum Shanti Niketan, Whitefield, Bengaluru, Karnataka 560048, India",Romania,12.9896453,77.7280816,ChIJu5_Vld0RrjsRns936ews1Qs,4.3,589,https://maps.google.com/?cid=852637100497424286,+91 93154 03715,27/07/2020 23:32:02,27/07/2020 23:32:02
Dr.Max Mihai Bravu 107-119,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"Șoseaua Mihai Bravu Nr. 2, București 021324, Romania",Romania,44.448359,26.1245578,ChIJzYVnEZ75sUARZvgJnmEONJs,5,1,https://maps.google.com/?cid=11183579587093854310,+40 726 301 265,27/07/2020 23:32:04,27/07/2020 23:32:04
D20,restaurant,"food,point_of_interest,establishment",Tazz,11:00-22:00,BUC,București,"Calea Dorobanți 20, București 030167, Romania",Romania,44.4482311,26.0996246,ChIJIUewnVL_sUAR7yuVWRwimNE,4.3,306,https://maps.google.com/?cid=15102858855544335343,+40 726 696 395,27/07/2020 23:32:05,27/07/2020 23:32:05
Bella Napoli,meal_delivery,"food,point_of_interest,establishment",Tazz,11:00-22:00,BUC,București,"Strada Brăilița 50, București, Romania",Romania,44.4203072,26.1304095,ChIJASYGG37_sUAROgsg_oifg90,4.8,22,https://maps.google.com/?cid=15961776915059051322,+40 733 785 177,27/07/2020 23:32:06,27/07/2020 23:32:06
La Mavro Berceni,restaurant,"food,point_of_interest,establishment",Tazz,11:00-21:30,BUC,București,"Strada Huși nr 13, București 654321, Romania",Romania,44.39257,26.11548,ChIJ36UUmOD_sUAR7sQnvaCT5xk,3.8,64,https://maps.google.com/?cid=1866622889145910510,+40 723 240 123,27/07/2020 23:32:07,27/07/2020 23:32:07
Pizza Bonita Colosseum,meal_takeaway,"restaurant,food,point_of_interest,establishment",Tazz,10:00-20:30,BUC,București,"Șoseaua Chitilei 284, București 012407, Romania",Romania,44.4899367,26.0152183,ChIJsZNEso0DskAR0DhXmn_pJf4,4.5,65,https://maps.google.com/?cid=18313300194031515856,+40 733 200 004,27/07/2020 23:32:09,27/07/2020 23:32:09
Xanadu,restaurant,"food,point_of_interest,establishment",Tazz,11:00-21:45,BUC,București,"Strada Postăvarului 102, București 023997, Romania",Romania,44.4171511,26.1744051,ChIJ_y9y0ab-sUARr3AabyKekfw,4.3,822,https://maps.google.com/?cid=18199501439910965423,+40 726 212 114,27/07/2020 23:32:11,27/07/2020 23:32:11
Crosto Pizza,meal_delivery,"food,point_of_interest,establishment",Tazz,10:00-23:00,BUC,București,"Strada Condorului 3, BucureÈ™ti, Romania",Romania,44.4136317,26.0330058,ChIJx4ghPTsAskARUFWyeuS_94Y,4.4,120,https://maps.google.com/?cid=9725452908361831760,+40 723 700 300,27/07/2020 23:32:13,27/07/2020 23:32:13
7food,restaurant,"food,point_of_interest,establishment",Tazz,09:30-17:30,BUC,București,"Strada Aleea Mădărăşi, București, Romania",Romania,44.4087097,26.1670289,ChIJGxJWeJ7-sUARrGQCGlEphOw,2.8,52,https://maps.google.com/?cid=17042792318182253740,+40 744 488 751,27/07/2020 23:32:15,27/07/2020 23:32:15
Rigatoni Pasta Bar Feeria,restaurant,"food,point_of_interest,establishment",Tazz,10:00-22:00,BUC,București,"Strada Liviu Rebreanu 4, BucureÈ™ti, Romania",Romania,44.420774,26.1493499,ChIJA2yRbfX_sUARYwt9UC9lh4Y,3.5,2,https://maps.google.com/?cid=9693827976826522467,+40 737 515 515,27/07/2020 23:32:17,27/07/2020 23:32:17
Nicole Catering,restaurant,"food,point_of_interest,establishment",Tazz,10:00-21:00,BUC,București,"Complex Niky Scorpion, Strada Glicinelor 18-26, BucureÈ™ti 052034, Romania",Romania,44.4055853,26.0619037,ChIJx9qPJLr_sUARm64zfZlDWyE,3.6,90,https://maps.google.com/?cid=2403589152641887899,+40 785 206 000,27/07/2020 23:32:18,27/07/2020 23:32:18
Taksim-Baneasa,restaurant,"food,point_of_interest,establishment",Tazz,10:00-21:15,BUC,București,"Șoseaua București-Ploiești 42D, București 013696, Romania",Romania,44.5058452,26.0894755,ChIJ5cgNMOQCskAR5Wj-uKNzTE4,2.1,52,https://maps.google.com/?cid=5642011580208933093,+40 31 425 6701,27/07/2020 23:32:22,27/07/2020 23:32:22
Art Cakes,food,"point_of_interest,store,establishment",Tazz,08:00-21:30,BUC,București,"Calea Vitan 215 - 217, BucureÈ™ti 031289, Romania",Romania,44.4110511,26.1365692,ChIJsQZuiO3-sUAR5q1BCbhuGh4,4.4,7,https://maps.google.com/?cid=2169167907240652262,+40 727 717 714,27/07/2020 23:32:24,27/07/2020 23:32:24
Dr.Max Alexandriei 78 bl PC9,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"Bloc PC9, Șoseaua Alexandriei Nr. 78, București 050796, Romania",Romania,44.404181,26.055956,ChIJl2s0MOf_sUAR2weHYj0vVgU,0,0,https://maps.google.com/?cid=384546758879283163,+40 726 301 284,27/07/2020 23:32:26,27/07/2020 23:32:26
Dr.Max Camil Ressu 41,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"Bulevardul Camil Ressu Nr. 41, BucureÈ™ti 031473, Romania",Romania,44.4150363,26.1519791,ChIJiwYyUev_sUARmj4XvkdBK_k,0,0,https://maps.google.com/?cid=17954516115830292122,+40 738 763 115,27/07/2020 23:32:29,27/07/2020 23:32:29
Dr.Max Colentina 6,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"Comercial Kaufland, Șoseaua Colentina Nr. 6, București 021173, Romania",Romania,44.4548426,26.128528,ChIJkwujJ3L5sUARfTfmSop4dEE,1,2,https://maps.google.com/?cid=4716527245121173373,+40 720 022 751,27/07/2020 23:32:31,27/07/2020 23:32:31
"Dr.Max Doamna Ghica 8, Bl 2",pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-19:30,BUC,București,"Soseaua Colentina, Nr. 3B, Bl 33B parter lot A, BucureÈ™ti 021152, Romania",Romania,44.4608,26.1315,ChIJR_p8dRT5sUARqWNxLbnoUYw,0,0,https://maps.google.com/?cid=10111118520452473769,+40 726 301 274,27/07/2020 23:32:34,27/07/2020 23:32:34
Dr.Max Drumul Taberei 24,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-19:30,BUC,București,"Drumul Taberei Nr. 24, BucureÈ™ti 061355, Romania",Romania,44.424711,26.046127,ChIJacMZhncBskARYLPr5LgON4g,1,1,https://maps.google.com/?cid=9815330100154708832,+40 728 188 003,27/07/2020 23:32:36,27/07/2020 23:32:36
Dr.Max Ion Mihalache 343,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-19:30,BUC,București,"Nr. 343, Bulevardul Ion Mihalache Nr 343, București 011189, Romania",Romania,44.4708965,26.0505053,ChIJS0q6RkwDskARcus7D3mFxWc,1,1,https://maps.google.com/?cid=7477529511311698802,+40 738 667 507,27/07/2020 23:32:38,27/07/2020 23:32:38
Dr.Max Ion Mihalache 60,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-19:30,BUC,București,"Bulevardul Ion Mihalache Nr. 60, BucureÈ™ti 011195, Romania",Romania,44.45887,26.07701,ChIJJ-fa2FkDskAR4t0EOU2X5dg,0,0,https://maps.google.com/?cid=15629064439784070626,+40 720 022 614,27/07/2020 23:32:39,27/07/2020 23:32:39
"Dr.Max N. Grigorescu 31A, N21",pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-19:30,BUC,București,"Bulevardul Nicolae Grigorescu Nr. 31A, BucureÈ™ti 030438, Romania",Romania,44.425651,26.163826,ChIJ43oItrD-sUAR6ubDUJYdqdY,3.5,10,https://maps.google.com/?cid=15467926926617994986,+40 720 022 607,27/07/2020 23:32:42,27/07/2020 23:32:42
Dr.Max Nicolae Grigorescu 2,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-19:30,BUC,București,"Bulevardul Nicolae Grigorescu Nr. 31A, BucureÈ™ti 030438, Romania",Romania,44.425651,26.163826,ChIJ43oItrD-sUAR6ubDUJYdqdY,3.5,10,https://maps.google.com/?cid=15467926926617994986,+40 720 022 607,27/07/2020 23:32:43,27/07/2020 23:32:43
Dr.Max Obregia 31,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"Bulevardul Alexandru Obregia Nr. 31, BucureÈ™ti 041741, Romania",Romania,44.3817285,26.1160798,ChIJQUbZxBX-sUARX1b5hpAV8WA,4.4,7,https://maps.google.com/?cid=6985388207512311391,+40 738 763 107,27/07/2020 23:32:44,27/07/2020 23:32:44
"Dr.Max Pantelimon 356, Bl 1",pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"Șoseaua Pantelimon Nr. 367, București 021626, Romania",Romania,44.4409261,26.1815484,ChIJ2Wzo-9f5sUAR2ipbCVSOLlY,0,0,https://maps.google.com/?cid=6210057427775859418,+40 738 667 897,27/07/2020 23:32:48,27/07/2020 23:32:48
Dr.Max Pipera nr. 7,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-15:30,BUC,București,"Șoseaua Pipera Nr. 7, parter, București 014252, Romania",Romania,44.4794288,26.0948401,ChIJCSlZq0cDskARCYJC28oIF_Y,1,1,https://maps.google.com/?cid=17732651725149602313,+40 799 914 704,27/07/2020 23:32:49,27/07/2020 23:32:49
Dr.Max Radu Beller 3-7,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-19:30,BUC,București,"Șoseaua Ștefan cel Mare Nr. 6, București 011737, Romania",Romania,44.4527,26.1006,ChIJjU5UqiD5sUARtF9-zte8Zug,0,0,https://maps.google.com/?cid=16746279899492147124,+40 726 301 260,27/07/2020 23:32:51,27/07/2020 23:32:51
Dr.Max Rebreanu 4,pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-19:30,BUC,București,"Unitate B007 Complex Comercial Park lake, Strada Liviu Rebreanu Nr. 4, BucureÈ™ti 031783, Romania",Romania,44.4244,26.1615,ChIJJWGdfsr_sUARCJ9TtE4xvNE,1,1,https://maps.google.com/?cid=15113008663651131144,+40 722 599 822,27/07/2020 23:32:53,27/07/2020 23:32:53
"Dr.Max Stefan cel Mare 48,35A",pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-19:30,BUC,București,"Șoseaua Ștefan cel Mare Nr. 48, București 020148, Romania",Romania,44.45295,26.114291,ChIJQ_VLDuj5sUAR9WCNXVYbEsc,0,0,https://maps.google.com/?cid=14344557820879134965,+40 726 301 299,27/07/2020 23:32:55,27/07/2020 23:32:55
"Dr.Max Titel Petrescu 2, C62",pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-19:30,BUC,București,"Strada Constantin Titel Petrescu Nr. 2, BucureÈ™ti 061677, Romania",Romania,44.419421,26.0491621,ChIJLdBrzBoBskARjwkYVPtKapg,5,1,https://maps.google.com/?cid=10982673084604483983,+40 726 301 271,27/07/2020 23:32:57,27/07/2020 23:32:57
"Dr.Max Tulnici 2, Bl.47",pharmacy,"health,point_of_interest,store,establishment",Tazz,09:00-20:30,BUC,București,"Strada Tulnici Nr. 2, BucureÈ™ti 041972, Romania",Romania,44.3887638,26.1300748,ChIJNf3KJkr_sUARAeR0Z9EaJ1I,0,0,https://maps.google.com/?cid=5919729721888007169,+40 738 667 545,27/07/2020 23:32:58,27/07/2020 23:32:58
iMark Sistem,point_of_interest,establishment,Tazz,08:30-17:00,BUC,București,"Strada GÄƒrii Otopeni numarul 38-44, Otopeni 075100, Romania",Romania,44.5444085,26.081875,ChIJQ1IFIxACskARsFR8ReYXSTA,5,2,https://maps.google.com/?cid=3479338464896111792,+40 21 255 7174,27/07/2020 23:33:01,27/07/2020 23:33:01
La foc iute,meal_delivery,"food,point_of_interest,establishment",Tazz,Deschide maine la 09:00,BUC,București,"Bulevardul Oaspeților Nr.8, București 013865, Romania",Romania,44.5032131,26.0578442,ChIJQ6P-pEQDskAR4YWAGVB8DKU,4.9,15,https://maps.google.com/?cid=11893017399445718497,+40 723 032 872,27/07/2020 23:33:02,27/07/2020 23:33:02
Pizzeria da Michele,restaurant,"food,point_of_interest,establishment",Tazz,11:00-22:00,BUC,București,"Strada Viitorului, BucureÈ™ti, Romania",Romania,44.4489314,26.1162185,ChIJuStMdsr4sUARQjujmWEH84U,4.7,196,https://maps.google.com/?cid=9652066542155938626,+40 21 642 7795,27/07/2020 23:33:04,27/07/2020 23:33:04
Sushi Master Bucuresti Halelor,restaurant,"food,point_of_interest,establishment",Tazz,11:00-20:45,BUC,București,"Strada Halelor 17, București 030118, Romania",Romania,44.4293295,26.1028979,ChIJ4z5peTAAskAR8SmjhaLhO5o,5,12,https://maps.google.com/?cid=11113724593609845233,+40 21 9148,27/07/2020 23:33:05,27/07/2020 23:33:05
Vitacom Electronics Bucuresti,electronics_store,"point_of_interest,store,establishment",Tazz,10:00-18:00,BUC,București,"Bulevardul Ghica Tei 73, BucureÈ™ti 023702, Romania",Romania,44.4601509,26.1194675,ChIJFXmgqL74sUARY1N4kwykMUk,3.9,105,https://maps.google.com/?cid=5274177012548260707,+40 720 077 710,27/07/2020 23:33:07,27/07/2020 23:33:07
Hard Rock Cafe Bucharest,restaurant,"food,point_of_interest,establishment",Tazz,11:30-21:30,BUC,București,"Şoseaua Pavel D. Kiseleff nr. 32, București 011343, Romania",Romania,44.4767378,26.0758791,ChIJN_T9e0ACskARHQr_fgTFJQk,4.6,7184,https://maps.google.com/?cid=659149543580830237,+40 754 400 900,27/07/2020 23:33:08,27/07/2020 23:33:08
Poesia,restaurant,"food,point_of_interest,establishment",Tazz,12:00-21:30,BUC,București,"Bulevardul Aviatorilor 76, BucureÈ™ti, Romania",Romania,44.4672684,26.0874098,ChIJxcIO_hECskARXA0fCubpUo0,4.6,624,https://maps.google.com/?cid=10183458881659669852,+40 744 502 000,27/07/2020 23:33:10,27/07/2020 23:33:10
Fiori,florist,"point_of_interest,store,establishment",Tazz,Inchis,BUC,București,"Strada Traian 1, BucureÈ™ti 030167, Romania",Romania,44.4266805,26.1187922,ChIJX5vlkiH_sUARB0z66M4IPbo,4.8,21,https://maps.google.com/?cid=13419892149398948871,+40 31 417 8236,27/07/2020 23:33:11,27/07/2020 23:33:11
Scandia Sibiu Vitan,restaurant,"food,point_of_interest,establishment",Tazz,12:00-20:00,BUC,București,"Calea Vitan 55-59, București 031282, Romania",Romania,44.4201467,26.1266817,ChIJFRwZM-H-sUARjseMilRBkVc,3,22,https://maps.google.com/?cid=6309896384280315790,+40 747 126 446,27/07/2020 23:33:12,27/07/2020 23:33:12
Resto Aperto,restaurant,"food,point_of_interest,establishment",Tazz,12:00-21:30,BUC,București,"Calea Vitan 55-59, BucureÈ™ti 031282, Romania",Romania,44.4195488,26.1267587,ChIJPzZ8tub-sUARPcNByMLlI1s,4.5,933,https://maps.google.com/?cid=6567345306382484285,+40 738 741 118,27/07/2020 23:33:14,27/07/2020 23:33:14
Scandia Sibiu Baneasa,restaurant,"food,point_of_interest,establishment",Tazz,12:00-20:00,BUC,București,"Intrarea Bitolia 32, BucureÈ™ti 11678, Romania",Romania,44.4604272,26.0972756,ChIJ2wacwqf4sUAR370A0qpAaGw,2.9,7,https://maps.google.com/?cid=7811564656086007263,+40 742 134 496,27/07/2020 23:33:16,27/07/2020 23:33:16
